,imdb_id,updated_budget
0,tt0245712,2000000.0
1,tt0287467,
2,tt0299977,31000000.0
3,tt0185125,
4,tt0130827,3500000.0
5,tt0108394,
6,tt0111507,
7,tt0111495,
8,tt0374546,
9,tt0119698,2400000000.0
10,tt0245429,19000000.0
11,tt0275491,5000000.0
12,tt0115751,
13,tt0190332,17000000.0
14,tt0119472,4300000.0
15,tt0211915,77000000.0
16,tt0441909,7450000.0
17,tt0363226,
18,tt0118819,
19,tt0354899,6000000.0
20,tt0154420,1300000.0
21,tt0222851,10000000.0
22,tt0301357,4800000.0
23,tt0347048,
24,tt0113247,2590000.0
25,tt0390221,3000000.0
26,tt0387898,8000000.0
27,tt0154421,2500000.0
28,tt0250258,
29,tt0405094,2000000.0
30,tt0317248,3300000.0
31,tt0363163,13500000.0
32,tt0118799,20000000.0
33,tt0385700,
34,tt0140888,2900000.0
35,tt0364569,3000000.0
36,tt0118694,
37,tt0212712,12000000.0
38,tt0101700,24000000.0
39,tt0112682,18000000.0
40,tt0290673,
41,tt0418455,
42,tt0118843,
43,tt0485241,
44,tt0468492,12215500000.0
45,tt0423866,1000000.0
46,tt0254455,
47,tt0245574,2000000.0
48,tt0450188,
49,tt0457430,13500000.0
50,tt0256009,4500000.0
51,tt0473444,45000000.0
52,tt0411270,5300000.0
53,tt0283900,5300000.0
54,tt0157016,
55,tt0101765,
56,tt0318462,
57,tt0254686,70000000.0
58,tt0409184,12500000.0
59,tt0125659,370000000.0
60,tt0369702,10000000.0
61,tt0283832,8000000.0
62,tt0416496,32000000.0
63,tt1032846,590000.0
64,tt0808417,7300000.0
65,tt0401383,
66,tt0444182,14500000.0
67,tt0274155,110000000.0
68,tt0117407,6000000.0
69,tt0281364,15300000.0
70,tt0426578,
71,tt0401711,13000000.0
72,tt0409904,4200000.0
73,tt0152930,53000000.0
74,tt0183869,70000000.0
75,tt0295721,14500000.0
76,tt0804540,
77,tt0463872,78000000.0
78,tt0260991,
79,tt0408664,
80,tt0178868,1200000.0
81,tt0344510,47000000.0
82,tt0792965,
83,tt0250223,327000000.0
84,tt0403358,4200000.0
85,tt0266308,4500000.0
86,tt0338763,9000000.0
87,tt0199683,
88,tt0451094,4200000000.0
89,tt0365376,
90,tt0808357,15000000.0
91,tt0310775,4000000.0
92,tt0347149,24000000.0
93,tt0851578,300000000.0
94,tt0756648,13000000.0
95,tt0497137,
96,tt0372824,5500000.0
97,tt0314063,22100000.0
98,tt1016301,
99,tt0119250,
100,tt0960790,4500000.0
101,tt0120185,25000000.0
102,tt0237534,30000000.0
103,tt0464141,3400000.0
104,tt0482088,11700000.0
105,tt0765432,20000000.0
106,tt0310203,27440000.0
107,tt0390808,13580000.0
108,tt0861739,4000000.0
109,tt0108188,
110,tt0986264,
111,tt0446059,
112,tt1063669,5000000.0
113,tt0813547,4200000.0
114,tt0405508,
115,tt0913425,18000000.0
116,tt1064932,11000000.0
117,tt1038988,1500000.0
118,tt0283509,2000000.0
119,tt0248408,7000000.0
120,tt0364517,
121,tt0293007,12000000.0
122,tt0127357,
123,tt0456123,3790000.0
124,tt0875113,12447638.0
125,tt1023490,5700000.0
126,tt1068646,
127,tt0929425,
128,tt0427954,200000000.0
129,tt0389557,21000000.0
130,tt0117883,721214.0
131,tt0368909,
132,tt0113568,600000000.0
133,tt0104815,7000.0
134,tt0109162,19000000.0
135,tt0116704,
136,tt0119038,82000000.0
137,tt0373074,20000000.0
138,tt1029234,6500000.0
139,tt0385004,100000000.0
140,tt0133385,274620000.0
141,tt0164961,152000000.0
142,tt0293416,15000000.0
143,tt0371552,
144,tt0286244,9500000.0
145,tt0296042,1400000.0
146,tt0846040,5000000.0
147,tt0454970,10000000.0
148,tt0349047,9000000.0
149,tt0414852,12000000.0
150,tt0103905,1000000.0
151,tt0338095,2200000.0
152,tt0190641,30000000.0
153,tt0119167,
154,tt0118996,33000000.0
155,tt0120882,140000000.0
156,tt0120731,9000000.0
157,tt0325655,4500000.0
158,tt0101640,
159,tt0156887,3000000.0
160,tt0255477,40000000.0
161,tt0117786,
162,tt1245112,5600000.0
163,tt0112922,2100000.0
164,tt0248126,350000000.0
165,tt0338564,6428966.0
166,tt0362225,11700000.0
167,tt0944834,11000000.0
168,tt0465203,
169,tt0419198,35000000.0
170,tt0213847,
171,tt0368668,27000000.0
172,tt0099558,115000000.0
173,tt0235679,16000000.0
174,tt0101316,
175,tt0106332,4000000.0
176,tt0110877,3000000.0
177,tt0235198,
178,tt0271668,
179,tt0108211,20000000.0
180,tt0109424,
181,tt0104558,900000.0
182,tt1035736,19430000.0
183,tt0293715,
184,tt0376968,
185,tt0112913,
186,tt0473753,15000000.0
187,tt0275277,
188,tt0456912,
189,tt0401085,6500000.0
190,tt0353969,2800000.0
191,tt0243493,95130000.0
192,tt0208990,
193,tt0111543,
194,tt0373690,18070000.0
195,tt0104652,
196,tt0150662,9000000.0
197,tt0386005,80000000.0
198,tt0104029,2000000.0
199,tt0386064,12800000.0
200,tt0346336,
201,tt0424205,22000000.0
202,tt0108500,50000000.0
203,tt0286112,10000000.0
204,tt0104684,4500000.0
205,tt0364385,3500000.0
206,tt0271946,200000000.0
207,tt0114787,14000000.0
208,tt0300140,
209,tt0347246,2000000000.0
210,tt0926759,
211,tt0308379,
212,tt0111512,10000000.0
213,tt0416044,20000000.0
214,tt0425637,553632000.0
215,tt0265930,
216,tt0876563,34000000.0
217,tt0210234,30000000.0
218,tt0287635,
219,tt0312843,250000.0
220,tt0102164,
221,tt0381348,
222,tt0473829,14230000.0
223,tt1139797,4000000.0
224,tt0856288,3000000.0
225,tt0388473,
226,tt0443584,
227,tt0814685,3000000.0
228,tt1259014,
229,tt1130988,10000000.0
230,tt0455142,
231,tt0940709,
232,tt0953369,18000000.0
233,tt0450843,2700000.0
234,tt1190539,2650000.0
235,tt0808506,
236,tt1260502,
237,tt0480669,2600000.0
238,tt0107692,
239,tt0808339,24000000.0
240,tt1278340,800000.0
241,tt0354836,
242,tt1220719,11715578.0
243,tt0901487,10000000.0
244,tt0102587,
245,tt0109440,
246,tt0923811,
247,tt0464913,14000000.0
248,tt0804507,3500000.0
249,tt0110008,
250,tt1247640,12000000.0
251,tt0411272,21166000.0
252,tt0347618,
253,tt1326972,80000000.0
254,tt0259060,
255,tt1132620,13000000.0
256,tt1328642,
257,tt1167660,
258,tt1188988,10000000.0
259,tt1275590,
260,tt0216651,
261,tt0758742,20000000.0
262,tt0810827,20000000.0
263,tt0785035,300000000.0
264,tt0318034,
265,tt1069238,
266,tt0440803,
267,tt0412535,5340000.0
268,tt0328955,
269,tt0110200,
270,tt0386695,
271,tt0926762,3200000.0
272,tt0247586,1500000.0
273,tt0118845,4200000.0
274,tt1499666,5000000.0
275,tt0283957,
276,tt0169858,
277,tt1314237,
278,tt1262877,
279,tt0439123,9000000.0
280,tt0478566,
281,tt0112870,40000000.0
282,tt1442519,
283,tt0169102,6000000.0
284,tt0417944,
285,tt0847745,
286,tt1187043,550000000.0
287,tt1361566,
288,tt0108432,
289,tt1127715,
290,tt0118849,180000.0
291,tt0181627,3800000.0
292,tt0449851,25320000.0
293,tt0445800,35000000.0
294,tt1235166,12000000.0
295,tt0109592,4000000.0
296,tt0357111,
297,tt0953382,13000000.0
298,tt1194616,
299,tt1194238,
300,tt0890885,5500000.0
301,tt0762073,5000000.0
302,tt0110570,
303,tt0860906,
304,tt0274497,
305,tt0107225,
306,tt1288637,
307,tt1216487,4000000.0
308,tt0398883,2000000.0
309,tt1125254,
310,tt1320082,
311,tt0326977,
312,tt1305806,2000000.0
313,tt0485976,16800000.0
314,tt1081935,28000000.0
315,tt1188996,12000000.0
316,tt1424797,800000.0
317,tt1349856,3000000.0
318,tt1149361,27000000.0
319,tt1128075,
320,tt1474276,
321,tt0238891,
322,tt1216496,5000000.0
323,tt0211946,
324,tt1433562,
325,tt1244668,4000000.0
326,tt1264904,
327,tt0214289,
328,tt1242422,5700000.0
329,tt1504362,8000000.0
330,tt0291350,
331,tt0772187,2457000.0
332,tt0113326,7500000.0
333,tt1343097,4000000.0
334,tt0381940,4500000.0
335,tt0142242,
336,tt1074213,
337,tt0448927,
338,tt1235536,27000000.0
339,tt1179025,25000000.0
340,tt1526741,
341,tt1467273,7788176.0
342,tt1360860,
343,tt0104014,
344,tt1386932,
345,tt1167638,18000000.0
346,tt0118976,54000000.0
347,tt0114732,
348,tt0113824,
349,tt1149362,12000000.0
350,tt1183276,
351,tt0495596,
352,tt0983213,5000000.0
353,tt0102426,
354,tt1503096,23070000.0
355,tt0135007,
356,tt3444066,
357,tt0486138,
358,tt0115899,
359,tt0166556,
360,tt0345561,
361,tt1379182,
362,tt0142244,
363,tt0142237,
364,tt0142241,
365,tt0142238,
366,tt0142234,
367,tt0142236,
368,tt0142243,
369,tt0142247,
370,tt0120471,24000000.0
371,tt0380349,
372,tt0271383,
373,tt1405810,
374,tt1332486,
375,tt0775489,11000000.0
376,tt1465487,8700000.0
377,tt1382725,20000000.0
378,tt1513892,
379,tt0106867,
380,tt0116279,
381,tt0115446,
382,tt0337689,7000000.0
383,tt0392494,
384,tt0480922,
385,tt0874306,
386,tt1065329,
387,tt1285311,
388,tt0200215,
389,tt0200245,
390,tt1455810,
391,tt1529233,
392,tt1653690,
393,tt0174105,
394,tt0269009,
395,tt1641638,
396,tt0142239,
397,tt1587877,
398,tt0119863,
399,tt1340107,
400,tt1462900,38600000.0
401,tt0493171,5000000.0
402,tt1473357,13000000.0
403,tt1164999,
404,tt1740707,19900000.0
405,tt1588337,4000000.0
406,tt1255953,6800000.0
407,tt1618435,
408,tt1555149,
409,tt1440232,25000000.0
410,tt0999864,
411,tt0122648,
412,tt1401143,1948000.0
413,tt1529235,
414,tt1123373,13000000.0
415,tt1263750,
416,tt0439547,5900000.0
417,tt1588170,
418,tt0122735,6000000.0
419,tt0902254,
420,tt0252985,7000000000.0
421,tt1600524,600000.0
422,tt1521848,
423,tt1527788,
424,tt1568921,23000000.0
425,tt1565958,
426,tt1528313,
427,tt1523479,
428,tt1159231,
429,tt1512685,5000000.0
430,tt0367975,
431,tt1808015,6000000.0
432,tt1441373,
433,tt1668200,10000000.0
434,tt1409836,
435,tt1590089,
436,tt0814380,
437,tt1680099,
438,tt0169164,5000000000.0
439,tt1680110,
440,tt1572491,7000000.0
441,tt0388483,2500000.0
442,tt1630637,
443,tt0418259,
444,tt1805297,7000000.0
445,tt1322333,20000000.0
446,tt1230385,8170000.0
447,tt1680095,
448,tt1587828,4000000.0
449,tt1680089,
450,tt1680058,
451,tt1436045,6000000.0
452,tt1728179,
453,tt1866205,
454,tt0961043,2500000.0
455,tt1832382,500000.0
456,tt1738298,
457,tt0228786,95000000.0
458,tt0337103,30000000.0
459,tt1545759,16000000.0
460,tt0392591,
461,tt1456472,9000000.0
462,tt1648216,
463,tt1527186,7400000.0
464,tt1189073,13000000.0
465,tt1827512,
466,tt1847731,1000000.0
467,tt1821362,6000000.0
468,tt1793931,
469,tt1705786,5000000.0
470,tt1810864,
471,tt1614989,30300000.0
472,tt1661420,
473,tt1808454,6000000.0
474,tt1508675,3850000.0
475,tt2027178,
476,tt1273235,
477,tt1656192,10000000.0
478,tt1827487,
479,tt1861375,
480,tt1837587,
481,tt1890377,12000000.0
482,tt0860907,
483,tt1410063,94000000.0
484,tt1675434,9500000.0
485,tt0961097,25000000.0
486,tt1437358,5000000.0
487,tt1298554,7000000.0
488,tt2094019,6000000.0
489,tt2076251,
490,tt1756750,
491,tt2109087,
492,tt1839494,
493,tt1730697,
494,tt1772250,2600000.0
495,tt1649444,6400000.0
496,tt1828995,7000000.0
497,tt1798188,22000000.0
498,tt1756415,
499,tt2174031,
500,tt1638328,
501,tt1893195,5000000.0
502,tt1911553,
503,tt1879030,1500000.0
504,tt1602620,8900000.0
505,tt1794850,26000000.0
506,tt1860152,
507,tt1276419,
508,tt1969012,
509,tt2087850,
510,tt2061702,
511,tt1899353,1100000.0
512,tt1650536,
513,tt1934234,6453637.0
514,tt2053425,15400000.0
515,tt1424310,
516,tt1753813,
517,tt1597522,61000000.0
518,tt1853614,
519,tt1723642,
520,tt0930085,1700000.0
521,tt2076220,
522,tt2106476,3800000.0
523,tt1797504,
524,tt1650048,
525,tt1883180,
526,tt2059255,
527,tt1706620,39200000.0
528,tt2140203,
529,tt1937149,
530,tt2179121,
531,tt2210479,
532,tt2152779,
533,tt1655413,
534,tt1396226,13000000.0
535,tt1764625,5000000.0
536,tt1964624,
537,tt1872880,15000000.0
538,tt1780762,2000000.0
539,tt2282849,
540,tt1816518,9600000.0
541,tt2263944,
542,tt1979319,
543,tt2258858,
544,tt1850394,
545,tt1986843,17000000.0
546,tt2070776,13000000.0
547,tt2024519,
548,tt2368672,19700000.0
549,tt2508478,
550,tt2243389,5000000.0
551,tt2113681,63000000.0
552,tt1937133,
553,tt2550838,
554,tt2013293,30000000.0
555,tt2576852,5000000000.0
556,tt2278871,4000000.0
557,tt2404461,11000000.0
558,tt1634003,22000000.0
559,tt2483050,
560,tt2027140,19000000.0
561,tt2215395,
562,tt2626902,
563,tt2625030,
564,tt1667355,
565,tt2617828,
566,tt2298384,
567,tt2538654,
568,tt2293138,15000000.0
569,tt2467480,
570,tt3759416,30000000.0
571,tt2018079,26600000.0
572,tt2186812,
573,tt2751576,
574,tt2418558,
575,tt2375379,
576,tt2331143,
577,tt2767948,
578,tt2358891,9200000.0
579,tt2392672,
580,tt2404738,
581,tt2265171,4500000.0
582,tt2495118,
583,tt2276778,12000000.0
584,tt2447934,
585,tt2354181,8300000.0
586,tt2752200,
587,tt2427892,
588,tt1649443,3000000.0
589,tt2261749,7000000.0
590,tt2852458,
591,tt2315200,
592,tt2350496,1000000.0
593,tt2668134,30000000.0
594,tt2438644,5000000.0
595,tt2406252,
596,tt2316801,33000000.0
597,tt2935564,26000000.0
598,tt2591814,
599,tt2430044,
600,tt2351310,
601,tt2853614,7124618.0
602,tt2464018,5500000.0
603,tt2420886,
604,tt1181840,33746302.0
605,tt3146360,
606,tt1937118,
607,tt1921149,
608,tt2718492,
609,tt2378281,5000000.0
610,tt2981768,
611,tt2207072,
612,tt3029558,
613,tt2737050,7000000.0
614,tt3254706,
615,tt3212812,8000000.0
616,tt3066270,8000000.0
617,tt2987732,5000000.0
618,tt3253930,4000000.0
619,tt2955316,3000000.0
620,tt1702014,
621,tt2991224,650000.0
622,tt3040510,
623,tt3374966,
624,tt2832470,35000000.0
625,tt3398268,
626,tt3004278,
627,tt3318220,
628,tt2465578,6000000.0
629,tt3420060,
630,tt2707858,12000000.0
631,tt3092076,
632,tt3296204,
633,tt2969776,9700000.0
634,tt3421514,
635,tt2441982,25000000.0
636,tt2650978,6350000.0
637,tt3438354,1800000.0
638,tt3237406,6000000.0
639,tt3202120,
640,tt2836252,7466244.0
641,tt2675914,35304282.0
642,tt3508840,15000000.0
643,tt2536428,
644,tt3140100,5200000.0
645,tt2764784,
646,tt3173524,
647,tt2631186,18026148.0
648,tt3686272,3500000.0
649,tt2800240,13000000.0
650,tt3013602,
651,tt2758880,
652,tt2802154,
653,tt2121382,
654,tt3011894,3300000.0
655,tt3409392,
656,tt3655522,
657,tt2720680,10500000.0
658,tt3399024,20000000.0
659,tt3488462,
660,tt3638012,
661,tt3204144,
662,tt3365778,
663,tt1920885,30000000.0
664,tt2891070,
665,tt3098306,
666,tt3202202,10000000.0
667,tt3019796,
668,tt4531694,5000000.0
669,tt3260022,
670,tt1220911,
671,tt3152602,
672,tt3086442,
673,tt3042408,
674,tt3825638,
675,tt2231489,100000000.0
676,tt2978426,
677,tt4016934,10000000000.0
678,tt2952602,25000000.0
679,tt5215952,6420000.0
680,tt2072230,
681,tt3764194,
682,tt2338151,
683,tt3667648,
684,tt3825738,
685,tt3825750,
686,tt3672840,65000000.0
687,tt4065308,
688,tt3289126,3443758.0
689,tt3078296,8000000.0
690,tt3819668,5000000.0
691,tt3547740,11000000.0
692,tt3860294,
693,tt2909116,38000000.0
694,tt4229938,
695,tt3742378,4000000.0
696,tt3312830,12300000.0
697,tt4082068,
698,tt3278330,12000000.0
699,tt4262980,
700,tt3907790,
701,tt4272866,
702,tt3756788,
703,tt3013610,7000000.0
704,tt3717532,120000000.0
705,tt4176826,2956960.0
706,tt4080672,12900000.0
707,tt4298958,234000000.0
708,tt4359416,
709,tt4226388,
710,tt3705388,
711,tt4142022,
712,tt4058500,
713,tt4024546,
714,tt3858372,17000000.0
715,tt3809308,
716,tt3713944,
717,tt4466362,
718,tt3916378,
719,tt3702996,
720,tt3478962,
721,tt3791302,5000000.0
722,tt3792960,8555500.0
723,tt4400058,
724,tt1659619,20000000.0
725,tt4326444,1350000.0
726,tt4083850,
727,tt4466936,
728,tt4643844,
729,tt3841424,35500000.0
730,tt3808342,280000000.0
731,tt3966404,1300000.0
732,tt4285496,1400000.0
733,tt3616916,50000000.0
734,tt4960934,
735,tt3716530,9000000.0
736,tt3666024,
737,tt4645368,7400000.0
738,tt4085944,
739,tt3754940,3800000.0
740,tt3811986,
741,tt2191765,
742,tt4466864,
743,tt4776556,
744,tt4618398,
745,tt4232610,
746,tt3626742,4500000.0
747,tt4088268,39500000.0
748,tt4080728,
749,tt2290397,
750,tt3863552,
751,tt4849438,40000000.0
752,tt3169770,4000000.0
753,tt3655414,6000000.0
754,tt4411504,
755,tt4600952,380000000.0
756,tt4025514,7000000.0
757,tt1167611,1360000.0
758,tt5122374,17000000.0
759,tt4948452,
760,tt5074352,700000000.0
761,tt4172042,
762,tt4057632,7000000.0
763,tt3775086,1700000.0
764,tt3700392,8800000.0
765,tt2888046,36000000.0
766,tt4699388,
767,tt4576612,
768,tt3734678,
769,tt4926538,
770,tt4400038,18500000.0
771,tt4741686,
772,tt4625516,
773,tt4922692,
774,tt4835252,
775,tt5311514,370000000.0
776,tt5300948,
777,tt5290524,10000000.0
778,tt4048272,3000000.0
779,tt4273292,
780,tt5186714,
781,tt4300480,
782,tt5259966,
783,tt5029602,
784,tt4979860,
785,tt4331970,
786,tt5029608,
787,tt5221584,2500000.0
788,tt5078214,
789,tt4505208,5300000.0
790,tt5323662,
791,tt4769824,
792,tt4621872,15000000.0
793,tt4901306,
794,tt4741714,
795,tt5253294,
796,tt5351818,17900000.0
797,tt5078204,
798,tt5833730,
799,tt5736696,32400000.0
800,tt4993964,
801,tt5115024,
802,tt4857596,5620000.0
803,tt5910280,
804,tt5436082,
805,tt5595168,
806,tt5091538,
807,tt4924942,5000000.0
808,tt4954522,3500000.0
809,tt2321405,6500000.0
810,tt4730986,2440000.0
811,tt5555502,
812,tt4944596,4000000.0
813,tt5923962,
814,tt5700672,10000000000.0
815,tt5727282,165000000.0
816,tt5256722,
817,tt5091612,21400000.0
818,tt5657028,7546570.0
819,tt2398149,25300000.0
820,tt5776208,
821,tt4731148,350000000.0
822,tt4964788,10000000.0
823,tt6304046,47500000.0
824,tt5263116,
825,tt5147214,
826,tt5897288,
827,tt5197068,
828,tt4857264,4000000.0
829,tt5976178,
830,tt4771896,1200000.0
831,tt8333746,14750000.0
832,tt5544384,
833,tt4650414,5800000.0
834,tt5893264,10000000.0
835,tt6523720,52100000.0
836,tt6748466,
837,tt6281538,
838,tt6302050,
839,tt6197094,
840,tt5979872,3598902.0
841,tt5121816,
842,tt3838034,6000000.0
843,tt5157682,6000000.0
844,tt5723272,
845,tt7066382,
846,tt4682788,14582000.0
847,tt6284414,
848,tt5084170,
849,tt5607028,
850,tt5176252,2710388.0
851,tt6155172,
852,tt5969846,
853,tt6183834,
854,tt6085872,
855,tt5540188,4250000.0
856,tt6304162,
857,tt5639354,
858,tt6293516,8500000.0
859,tt5041296,5000000.0
860,tt5804948,17214408.0
861,tt5258850,19750000.0
862,tt6336356,
863,tt5598172,
864,tt6095616,
865,tt5699154,14850000.0
866,tt5247704,7870000.0
867,tt6021478,
868,tt5061360,
869,tt6144762,
870,tt6548966,
871,tt7238392,
872,tt5598100,
873,tt6101820,4000000.0
874,tt3300980,
875,tt5808778,
876,tt6137734,
877,tt5607714,
878,tt6595896,
879,tt6060156,3550000.0
880,tt6878038,
881,tt6777338,
882,tt6445396,7800000.0
883,tt6471264,
884,tt7029854,
885,tt6009140,
886,tt6515342,14800000.0
887,tt6537238,400000000.0
888,tt5897292,
889,tt6373590,
890,tt6543652,4300000.0
891,tt6340296,
892,tt5479616,
893,tt5862312,
894,tt5753552,
895,tt2762506,
896,tt5979874,
897,tt2076298,52000000.0
898,tt6116856,
899,tt7262882,
900,tt7018010,
901,tt6002232,
902,tt6135348,
903,tt6367558,
904,tt6462462,9729038.0
905,tt6859418,
906,tt6793580,4500000.0
907,tt7064498,
908,tt6189344,
909,tt4266076,
910,tt6838702,7000000.0
911,tt7136896,17000000.0
912,tt6960736,
913,tt6690004,
914,tt7027092,
915,tt6738136,
916,tt7063210,
917,tt6892400,
918,tt7048622,3000000.0
919,tt7533422,
920,tt8523334,
921,tt7512574,
922,tt7156222,
923,tt6900448,
924,tt5592878,
925,tt5092380,11270000.0
926,tt7025976,
927,tt6752992,
928,tt6768578,
929,tt7458762,
930,tt7476116,
931,tt7456310,30000000.0
932,tt7210426,
933,tt6892206,
934,tt7451284,
935,tt7022404,
936,tt7187860,
937,tt7105944,7500000.0
938,tt6742252,
939,tt7533956,
940,tt7489816,
941,tt7057496,
942,tt7543930,
943,tt8098548,
944,tt7282468,
945,tt7129926,
946,tt6982104,
947,tt7648416,
948,tt6892340,
949,tt6751668,
950,tt4844148,
951,tt6708116,
952,tt7925800,
953,tt8633950,
954,tt7961060,8500000.0
955,tt6892462,
956,tt8075192,
957,tt7745068,
958,tt6556670,
959,tt8820590,10000000.0
960,tt8359848,2600000.0
961,tt9089294,
962,tt3711510,4000000.0
963,tt8095860,
964,tt8176578,
965,tt7914416,3000000.0
966,tt6854672,
967,tt6857988,
968,tt8254556,
969,tt7279014,
970,tt8267604,4000000.0
971,tt5501104,
972,tt8291806,
973,tt7534068,
974,tt6679412,2000000.0
975,tt8335880,
976,tt8001346,
977,tt6704776,
978,tt6908274,
979,tt8613070,
980,tt6918220,
981,tt7605074,48000000.0
982,tt7121252,
983,tt8201404,
984,tt7201846,
985,tt7475206,
986,tt8619812,
987,tt7278824,8000000.0
988,tt8418652,
989,tt9426210,
990,tt8265928,
991,tt9239888,
992,tt8740778,
993,tt8660788,3000000.0
994,tt7736478,
995,tt8655470,
996,tt4516162,3800000.0
997,tt10407272,4000000.0
998,tt8976832,
999,tt10199590,
1000,tt9806192,
1001,tt8783532,
1002,tt9150970,
1003,tt9260446,8000000.0
1004,tt10413566,20000000.0
1005,tt9172422,
1006,tt10492998,
1007,tt8613876,
1008,tt8228288,
1009,tt10611372,
1010,tt10431500,
1011,tt10731748,
1012,tt9806322,
1013,tt10937434,1500000.0
1014,tt9345754,
